Bird.ID,Species,Species.Scientific,Nest.Type.Specific,Nest.Type,Sex,Family,Assay,Vocalizations,Songs,Hovers,Flyovers,Dives,Pecks,Attacks,Physical.Contact,Attack.Rate,Chase,Tail-flicks,Wing Waves,Copulation Attempts,Distance (raw/epochs),Mount.Sex
37,Barn Swallow,Hirundo_rustica,Open,Open,M,Hirundinidae,10,1,3,0,12,0,0,0,0,0,0,0,0,0,1.783333333,F
38,Barn Swallow,Hirundo_rustica,Open,Open,M,Hirundinidae,11,5,1,1,12,0,0,0,0,0,0,0,0,0,3.473684211,M
39,Barn Swallow,Hirundo_rustica,Open,Open,M,Hirundinidae,12,0,0,0,32,0,0,0,0,0,0,0,0,0,16.53333333,M
44,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,F,Troglodytidae,6,10,0,0,4,0,0,0,0,0,0,0,0,0,1.771929825,M
54,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,F,Troglodytidae,7,22,0,0,12,0,0,7,7,0.145833333,0,0,0,0,2.166666667,M
55,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,F,Troglodytidae,8,15,0,0,2,0,0,7,7,0.175,0,0,0,0,0.7375,F
42,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,F,Troglodytidae,9,7,0,0,0,0,0,0,0,0,0,0,0,0,2.744186047,M
45,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,F,Troglodytidae,11,14,0,0,12,0,0,0,0,0,0,0,0,0,0.619047619,M
46,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,F,Troglodytidae,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94,M
47,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,F,Troglodytidae,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5.769230769,M
41,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,F,Troglodytidae,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4.842105263,M
43,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,F,Troglodytidae,16,17,0,0,1,0,0,0,0,0,0,0,0,0,11.93617021,F
52,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,F,Troglodytidae,17,24,0,0,13,0,0,2,2,0.036363636,0,0,0,0,0.681818182,M
48,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,F,Troglodytidae,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,M
51,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,F,Troglodytidae,19,1,0,0,0,0,1,0,1,0.01754386,0,0,0,0,0.429824561,F
53,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,F,Troglodytidae,20,6,0,0,1,0,3,0,3,0.054545455,0,0,1,0,3.481818182,M
49,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,F,Troglodytidae,21,7,0,0,10,1,0,0,0,0,0,0,0,0,3.933333333,M
50,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,F,Troglodytidae,22,0,0,0,1,0,0,0,0,0,0,0,0,0,1.620689655,M
67,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,M,Troglodytidae,1,0,2,0,8,0,6,1,7,0.120689655,0,0,2,0,4.982758621,M
56,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,M,Troglodytidae,2,0,47,0,0,0,0,0,0,0,0,0,0,0,10,M
66,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,M,Troglodytidae,3,0,3,0,8,0,3,0,3,0.056603774,0,0,0,0,5.075471698,M
77,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,M,Troglodytidae,4,0,1,0,0,0,60,0,60,1,0,0,0,0,0,M
57,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,M,Troglodytidae,5,1,7,0,0,0,0,0,0,0,0,0,0,0,30,M
69,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,M,Troglodytidae,6,0,14,0,4,1,0,16,16,0.275862069,0,0,0,0,1.25862069,M
68,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,M,Troglodytidae,7,8,27,0,14,0,0,7,7,0.127272727,0,0,0,0,1.690909091,M
73,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,M,Troglodytidae,8,0,28,0,3,0,0,34,34,0.566666667,0,0,0,0,0.308333333,F
63,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,M,Troglodytidae,9,1,26,0,1,0,1,1,2,0.035087719,0,0,0,0,1.710526316,M
65,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,M,Troglodytidae,10,0,45,0,0,0,0,3,3,0.05,0,0,0,0,4.6,M
70,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,M,Troglodytidae,11,0,16,0,24,0,0,27,27,0.45,0,0,0,0,0.15,M
58,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,M,Troglodytidae,12,1,42,0,4,0,0,0,0,0,0,0,1,0,5.233333333,M
59,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,M,Troglodytidae,13,0,1,0,0,0,0,0,0,0,0,0,0,0,4.943396226,M
74,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,M,Troglodytidae,14,0,11,0,0,0,31,3,34,0.596491228,0,0,1,0,1.754385965,M
60,Carolina Wren,Thryothorus_ludovicianus,Facultative Cavity,zCavity,M,Troglodytidae,15,0,6,0,0,0,0,0,0,0,0,0,0,0,5.157894737,M
